id,title,date,article_url,place_of_accident,district,number_of_deaths,number_of_injured,vehicle_type,cause_of_accident,country,report_type,type_of_accident
675,Anchored ferry drowns in Padma river with vehicles,2024-01-17 12:15:10,https://en.prothomalo.com/bangladesh/accident/0d0lkdv3vw,paturia’s ghat no. 5,paturia,0,0,"ferry, vehicles",drowned in the padma river,Bangladesh,event,road accident
676,One killed as bus overturns on Expressway,2024-04-24 12:33:15,https://en.prothomalo.com/bangladesh/accident/x9d7l1xo1c,bandarkhola area on bangabandhu sheikh mujibur rahman expressway,"shibchar, madaripur",1,10,bus,,Bangladesh,event,road accident
677,13 killed in bus-pickup van collision in Faridpur,2024-04-16 10:46:03,,"dhaka-khulna highway in sadar upazila of faridpur, tetultala area of kanaipur union parishad",faridpur,13,0,bus and pickup van,collision,Bangladesh,event,road accident
678,Lightning strike kills fisherman in Kishoreganj,2023-06-17 10:50:00,https://en.prothomalo.com/bangladesh/accident/1ad2qum1t9,nurpur haor,kishoreganj,1,1,,lightning strike,Bangladesh,event,road accident
679,Truck hits 70-year-old man to death in Jatrabari,2023-09-03 09:57:02,https://en.prothomalo.com/bangladesh/accident/x2qi8p5g5k,jatrabari,dhaka,1,0,truck,,Bangladesh,event,road accident
683,12 people killed in head-on collision between two trucks in Sylhet,2023-06-07 08:13:39,https://en.prothomalo.com/bangladesh/accident/jewt65xa46,nazirabazar,sylhet,12,0,two trucks,head-on collision,Bangladesh,event,road accident
684,Road crash kills 3 in Dinajpur,2024-12-06 12:37:30,https://en.prothomalo.com/bangladesh/accident/11zrxs5fe2,kamarpur zodur mor area of birganj upazila,dinajpur,3,15,bus and truck,head-on collision,Bangladesh,event,road accident
685,Four dead as BRTC bus hits rickshaw van in Dinajpur,2024-02-06 11:18:08,https://en.prothomalo.com/bangladesh/accident/z7w8cchc5x,"ranirbandar bazar area, pakerhat road",dinajpur,4,0,bus and rickshaw van,bus hit a stationary rickshaw van,Bangladesh,event,road accident
688,College teacher killed as bus runs over him in Bogura,2023-05-24 15:31:39,https://en.prothomalo.com/bangladesh/accident/7jivze9xjs,bogura-rangpur highway at jhopgari in sadar upazila,bogura,1,0,bus,,Bangladesh,event,road accident
689,Two truckers killed in Panchagarh road accident,2017-05-17 14:32:00,https://en.prothomalo.com/bangladesh/Two-truckers-killed-in-Panchagarh-road-accident,panchagarh-dhaka highway in boda,boda,2,2,truck,head-on collision,Bangladesh,event,road accident
690,3 dead as sand pile collapses in Rajbari ,2023-09-13 12:04:26,https://en.prothomalo.com/bangladesh/accident/ei4lnoet25,joikura ghat,sadar upazila of rajbari district,3,0,"truck, excavator machine",sand pile collapsed on them while loading it on a truck,Bangladesh,event,road accident
691,13 missing as passenger trawler capsizes in Meghna River ,2025-05-31 22:47:35,https://en.prothomalo.com/bangladesh/local-news/ic0q3f20e5,meghna river near dubarchar area adjacent to karim bazar in hatiya,hatiya,0,0,passenger trawler,capsized due to strong winds and waves,Bangladesh,event,road accident
693,Five killed as two buses collide in Faridpur,2024-10-15 10:46:29,https://en.prothomalo.com/bangladesh/local-news/8zaofzgj1v,"dhaka-khulna highway, near karimpur jora bridge in mallickpur of faridpur sadar upazila",faridpur,5,15,bus,head-on collision,Bangladesh,event,road accident
697,Transport syndicate set to extort Tk 8.32b during Eid: Jatri Kalyan Samity,2025-03-26 21:36:53,https://en.prothomalo.com/bangladesh/cxrjumq7y8,dhaka reporters’ unity,dhaka,0,0,"road, rail, water and air transport",fare irregularities and extortion,Bangladesh,event,road accident
698,Education academy DG killed in road accident,2017-05-13 18:10:13,https://en.prothomalo.com/bangladesh/Education-academy-DG-killed-in-road-accident,baroiarhat area,fatikchhari,1,0,,,Bangladesh,event,road accident
699,Five killed in Gazipur road crash,2024-09-15 10:22:26,https://en.prothomalo.com/bangladesh/accident/6ind9vrd3g,tongi-kaliganj-ghorashal road,gazipur,5,1,cng-run auto rickshaw,,Bangladesh,event,road accident
704,Govt insincerity hinders reducing road accidents: Ilias Kanchan,2017-05-08 18:16:11,https://en.prothomalo.com/bangladesh/Govt-insincerity-hinders-reducing-road-accidents,country,,0,0,,,Bangladesh,event,road accident
706,2 killed as bus overturns on Bogura-Rangpur highway,2023-06-28 14:37:22,https://en.prothomalo.com/bangladesh/accident/vv09h3fo9o,bogura-rangpur highway at chandihara in shibganj upazila,bogura district,2,2,bus,overturned,Bangladesh,event,road accident
707,Chhatra Dal activist shot dead in Narsingdi,2024-12-22 13:22:45,https://en.prothomalo.com/bangladesh/local-news/auf6dhwevn,panchdona bazar fish market mosque,sadar upazila,1,0,,shot dead by miscreants,Bangladesh,event,road accident
708,Four killed in Mymensingh road crash,2023-10-11 11:32:06,https://en.prothomalo.com/bangladesh/accident/y1i0b58wzt,"chelerghat area, dhaka-mymensingh highway",mymensingh,4,0,bus,bus ran over people,Bangladesh,event,road accident
710,5 killed in bus-truck head-on collision in Dinajpur,2024-07-05 12:03:37,https://en.prothomalo.com/bangladesh/accident/77a3uamyl6,panchbari bazar chakrampur (daisei) area of ​​dinajpur-gobindaganj road,dinajpur sadar upazila,5,28,bus and truck,head-on collision,Bangladesh,event,road accident
711,Driver dies as truck crashes into covered van in Banani,2023-08-25 21:14:01,https://en.prothomalo.com/bangladesh/accident/prmrnuuwrz,banani area,dhaka,1,0,"truck, covered van",,Bangladesh,event,road accident
715,Indefinite transport strike on Sylhet-Tamabil road from Monday,2023-07-10 08:54:05,https://en.prothomalo.com/bangladesh/uf0w1vuqpa,sylhet-tamabil road,jaintapur,5,0,all types of transport,,Bangladesh,event,road accident
716,Two truck workers killed in city accident,2017-04-29 10:41:25,,shyampur area,dhaka,2,0,,,Bangladesh,event,road accident
717,Three killed as truck hit buses carrying Jamaat members in Rajshahi,2025-04-07 10:11:24,https://en.prothomalo.com/bangladesh/local-news/kvxl4jpbxj,kharkhari area on the outskirts of rajshahi city,rajshahi,3,50,truck and two buses,truck collided with two buses,Bangladesh,event,road accident
719,4 killed in head-on collision of motorcycles in Shibchar ,2025-04-01 23:00:20,https://en.prothomalo.com/bangladesh/local-news/0tg964x2yr,kutubpur saheb bajar,madaripur,4,2,motorcycle,head on collision,Bangladesh,event,road accident
720,Four dead as bus hits auto-rickshaw in Gaibandha,2023-04-21 20:45:01,https://en.prothomalo.com/bangladesh/accident/urtdici3zx,taltala area of gabindaganj upazila,gaibandha,4,0,"bus, auto-rickshaw",bus hit auto-rickshaw,Bangladesh,event,road accident
721,42 RMG workers injured as bus overturns in Banani,2025-03-28 14:20:46,https://en.prothomalo.com/bangladesh/city/329w3knjek,banani area,dhaka,0,42,bus,overturned,Bangladesh,event,road accident
723,"Truck driver, assistant killed in road accident",2017-04-26 15:17:50,https://en.prothomalo.com/bangladesh/Workers-killed-in-Sirajganj-road-crash,dhaka-bogra highway,sirajganj,2,3,transport workers,road accident,Bangladesh,event,road accident
726,"7 killed as truck, microbus collide in Narsingdi ",2023-08-25 08:21:33,https://en.prothomalo.com/bangladesh/accident/jfny1v132t,ghasirdia area,narsingdi,7,0,truck and microbus,collision,Bangladesh,event,road accident
728,Five killed in truck-car collision in Habiganj,2024-05-02 12:11:03,https://en.prothomalo.com/bangladesh/accident/cfa5t17hh9,haritala area on sylhet-dhaka highway,habiganj,5,0,truck and car,head on collision,Bangladesh,event,road accident
729,3 students killed as truck hits motorcycle in Chattogram,2023-11-04 16:31:05,https://en.prothomalo.com/bangladesh/accident/hm71unkdx8,"komoldha area, mirsharai upazila",chattogram,3,1,truck and motorcycle,truck hit motorcycle from behind while it was taking a u-turn,Bangladesh,event,road accident
733,16 killed as bus plunges into ditch,2023-03-19 09:19:54,https://en.prothomalo.com/bangladesh/accident/piut06j8gp,kutubpur,madaripur,16,30,bus,fell into a ditch,Bangladesh,event,road accident
734,Bodies of 2 workers recovered from septic tank in Dhaka,2023-05-28 15:49:59,https://en.prothomalo.com/bangladesh/nps7yk5yjf,septic tank of an under-construction building,uttarkhan,2,0,,fell into septic tank,Bangladesh,event,road accident
735,"Road crash kills 2, injures 6 in Chattogram",2023-04-21 19:21:30,https://en.prothomalo.com/bangladesh/accident/yjccy7747r,chattogram-cox's bazar highway,"patiya upazila, chattogram",2,6,two buses,head-on collision,Bangladesh,event,road accident
737,Cop killed in road accident,2017-04-18 09:57:24,https://en.prothomalo.com/bangladesh/Cop-killed-in-road-accident,bogura-rangpur highway at mokamtola,bogra,1,0,truck,truck knocked him down,Bangladesh,event,road accident
740,12 injured as bus flipped over after crashing into footpath in Dhaka ,2023-04-19 16:42:42,https://en.prothomalo.com/bangladesh/city/jzaqzydayt,mirpur road,dhaka,0,12,bus,overturned after crashing into a footpath,Bangladesh,event,road accident
741,Two SSC examinees killed in road crash in Satkhira,2023-05-22 15:10:36,https://en.prothomalo.com/bangladesh/accident/g5g0vwf26f,satkhira-khulna highway near binerpota bridge,satkhira,2,0,"truck, motorbike",truck hit motorbike,Bangladesh,event,road accident
742,"Rath Yatra: 5 electrocuted, 50 injured in Bogura",2024-07-07 20:40:53,,seujgari area of bogura town,bogura,5,37,rath,electrocution,Bangladesh,event,road accident
744,"Father, daughter killed in Dinajpur road accident",2017-04-15 22:05:06,https://en.prothomalo.com/bangladesh/Father-daughter-killed-in-Dinajpur-road-accident,mirzapur area of birampur upazila,birampur,2,3,bus and rickshaw van,bus hit a rickshaw van,Bangladesh,event,road accident
746,B’baria road accident kills 2,2017-04-05 10:10:08,https://en.prothomalo.com/bangladesh/B’baria-road-accident-kills-2,bertala on dhaka-sylhet highway,ashuganj,2,0,"truck, motorcycle",truck hit their bike,Bangladesh,event,road accident
748,Two dead as wall collapses in Chattogram,2023-02-23 11:18:07,,"jamal khan, chattogram city",chattogram,2,1,not applicable,wall collapse during demolition,Bangladesh,event,road accident
750,Two siblings lose lives while going by hired motorbike to celebrate Eid,2024-06-17 20:28:43,https://en.prothomalo.com/bangladesh/accident/hjdkzofx4p,"sohagpur bus stand area, ashuganj, brahmanbaria",brahmanbaria,2,0,motorbike,,Bangladesh,event,road accident
751,Three go missing as boat capsizes in Lalmonirhat,2023-07-09 13:27:07,,teesta river,lalmonirhat,0,0,,strong currents,Bangladesh,event,road accident
752,Dhaka-Mymensingh road blocked as female worker killed in road crash,2025-03-12 12:32:13,https://en.prothomalo.com/bangladesh/local-news/i17wk9nu8u,dhaka-mymensingh highway in gazipur,gazipur,1,0,truck,road accident,Bangladesh,event,road accident
753,Blockade in Banani over death of RMG worker in road crash,2025-03-10 10:54:33,https://en.prothomalo.com/bangladesh/city/yh9dbozxlc,chairman bari area,dhaka,1,1,,road accident,Bangladesh,event,road accident
756,"Five killed as truck, easybike collide head-on in Khulna",2024-02-10 19:02:16,https://en.prothomalo.com/bangladesh/accident/815q7wlgu0,khulna-satkhira highway at angardoha culvert area,khulna,5,0,truck and battery-run easybike,head-on collision,Bangladesh,event,road accident
757,Pedal rickshaw drivers demand ban on battery-run rickshaws,2024-08-26 16:54:03,,shahbagh intersection,dhaka,0,0,"pedal rickshaw, battery-run rickshaw, autorickshaw","protest demanding a ban on battery-run rickshaws from main roads, causing traffic standstill.",Bangladesh,event,road accident
758,Mymensingh road accident kills 3,2017-04-08 11:30:58,https://en.prothomalo.com/bangladesh/Mymensingh-road-accident-kills-3,bhaitkandi sokholla intersection,phulpur,3,2,truck-pickup van,collision,Bangladesh,event,road accident
760,17 killed as bus falls into water body in Jhalakathi,2023-07-22 12:43:06,https://en.prothomalo.com/bangladesh/accident/5sy2zk7bvm,"dhansiri union parishad, jhalakathi sadar upazila",jhalakathi,17,0,bus,fell into a water body,Bangladesh,event,road accident
762,12 killed in Chuadanga road accident,2017-03-26 11:52:21,,damurhuda upazila,chuadanga,12,10,"truck, votovoti",truck hits a small vehicle,Bangladesh,event,road accident
763,6 killed in collision between CNG-run auto-rickshaw and microbus in Sylhet,2023-07-20 11:21:27,https://en.prothomalo.com/bangladesh/accident/o8dbb8iqvk,sylhet-companiganj regional highway,sylhet,6,0,"cng-run auto-rickshaw, microbus",collision,Bangladesh,event,road accident
764,'People in rural areas suffer from 8 to 12hrs of load shedding',2024-05-05 21:34:35,https://en.prothomalo.com/bangladesh/7a2540fiba,kishoreganj’s karimganj and tarail upazilas,kishoreganj,0,0,,,Bangladesh,event,road accident
769,6 killed as bus collides head-on with auto-rickshaw in Sherpur,2024-12-29 15:33:54,https://en.prothomalo.com/bangladesh/accident/roc1yum4vu,sherpur-dhaka regional highway near the bhatshala jora pump area,sherpur,6,0,passenger bus and auto-rickshaw,head-on collision,Bangladesh,event,road accident
770,"CUET shut sine die, bus torched",2024-04-25 18:13:04,https://en.prothomalo.com/bangladesh/local-news/5njaejhjse,chittagong university of engineering and technology (cuet),chittagong,2,0,,road accident,Bangladesh,event,road accident
772,Three killed in road crash in Jashore,2023-05-02 09:09:38,https://en.prothomalo.com/bangladesh/accident/r4zvj277j3,keshabpur area,jashore,3,0,motorcycles,collision,Bangladesh,event,road accident
773,"Bus-Leguna collision kills 4, injures 7 in Faridpur",2024-01-19 22:13:37,https://en.prothomalo.com/bangladesh/accident/t5h6xpyscc,dhaka-khulna highway in bhanga,faridpur,4,7,bus and leguna,head-on collision,Bangladesh,event,road accident
775,Couple killed as bus hits autorickshaw in Dinajpur,2023-08-11 22:57:26,https://en.prothomalo.com/bangladesh/local-news/x4a3mmgs70,near the central bus terminal,dinajpur,2,2,"bus, cng autorickshaw",bus hitting cng autorickshaw,Bangladesh,event,road accident
776,"4 killed, 30 hurt as bus overturns in Habiganj",2023-02-16 22:52:14,https://en.prothomalo.com/bangladesh/accident/1ov8neni4e,dhaka-sylhet highway,habiganj,4,30,bus,overturned,Bangladesh,event,road accident
777,Bus kills schoolboy in Hatirjheel,2023-04-22 17:53:21,https://en.prothomalo.com/bangladesh/accident/go1igg4d4p,dhaka,dhaka,1,0,"bus, motorcycle",bus hit a motorcycle,Bangladesh,event,road accident
779,Man dies as oil tanker hits him after losing control,2023-05-23 12:12:39,https://en.prothomalo.com/bangladesh/accident/fbxyejclj7,dhaka-rangpur highway,gaibandha,1,0,oil tanker,losing control,Bangladesh,event,road accident
780,Two workers die as under-construction roof collapses,2023-05-23 10:36:55,https://en.prothomalo.com/bangladesh/local-news/c5nv12cibj,betuarmukh area of kamal bazar,dokkhin surma,2,0,,collapse of the roof of an under-construction building,Bangladesh,event,road accident
782,Bus hits motorcyclist to death in Dhaka ,2023-07-25 17:58:58,https://en.prothomalo.com/bangladesh/accident/rjlqe3bf8y,rayerbagh bus stoppage,jatrabari,1,1,"motorcycle, bus",hit by a bus,Bangladesh,event,road accident
784,2 dead in bus-truck collision on Dhaka-Natore highway,2023-07-23 11:24:11,https://en.prothomalo.com/bangladesh/accident/0wszujlgto,dhaka-natore highway,natore,2,10,"passenger bus, truck",collision,Bangladesh,event,road accident
785,Two people killed as truck hits motorbike in Kushtia,2022-12-03 11:46:36,https://en.prothomalo.com/bangladesh/accident/r4hr566ti4,kushtia-ishwardi highway at bahirchar,kushtia,2,0,"truck, motorbike",truck hit a motorbike,Bangladesh,event,road accident
788,Journalist’s dismembered body found in Bogura,2024-02-15 22:56:53,https://en.prothomalo.com/bangladesh/local-news/tobu9qah6o,muril bazar on naogaon-bogura road,adamdighi,1,0,,"disappearance and recovery of body, potential road accident or murder",Bangladesh,event,road accident
